Q6P1D7	SLX4
268949	apg10::,Fpn::,Atg4A::,SipB::,rl::,Dcp-1::,UBQLN1::,M45::,FEZ1::,Gli1::,miR-132::,RARα::,ALG‐2::,ROCK1::,Atg2::,Mfn2::,FAPP1::,LC3B::,MIC3::,Atg19::,KSHV‐TK::,GIW1::,Dusp5::,SLX4::,FMRP::,GLUT1::,ZEB1::,Nurr1::,Coq5::,PRB1::,mclA::,pep4::,Sema3A::,VEGF-C::,Pep2::,CCM1::,TRAPPC12::,Lyzs::,PAQR3::,HKII::,IL18::,PCM1::,Tbr2::,TrkB::,MAP2::,eIF4A::,mRPL19::,MALAT1::,db::,Ape1::,HuR::,Chaperonin::,CPAP::,FBW7::,BSA::,Aβ::,CD34::,Chs5
856895	ubp3
O14342	cay1::,Cay1
14176	FGF5
13167	Dbi
Q15075	EEA1
P48320	GAD-65
836364	CDF1
P03126	E6
73916	Ift57::,IFT57
3251	HPRT
228869	NCOA5::,Ncoa5
8481	OFD1::,Ofd1
90678	Lrsam1::,LRSAM1
13430	Dyn2
9825	PPCA::,lamp2a::,lamp2::,APG16::,npc1::,Tsg101::,α-amylase::,ULK1::,TRAIL::,Jumpy::,TIGAR::,p38IP::,DHR3::,Atg16L1::,eis::,Sqa::,AKT1::,TEX10::,DRP1::,inlK::,actA::,TAK1::,TAB3::,endophilin::,paxillin::,Bim::,Ape1::,Tom1::,large T−antigen::,EEA1::,ATG16L1::,LC3A::,HCV E2::,epg-7::,epg-8::,EPG-7::,epg-3::,lgg-1::,thiolase::,Mcip1::,epg‐5::,AIN‐1::,SNX18::,GEMIN4::,VAMP3::,WIPI-1::,mlh-1::,ATF-2::,PlcA::,PI3K p110α::,pS6K::,Bec-1::,unc-51::,S6K1::,NeuN::,β‐catenin::,ach1::,ACS2::,Cx26::,Atg19::,SesB::,Atg34::,sma‐3::,npl‐4.1::,LAMP-1::,AVP::,c‐fos::,GRI::,prk5::,MC9::,Bax::,RBM14::,dlrrk::,Ctns::,VAMP7::,Dacapo::,Mcm2::,atntr1‐1::,Twi1p::,Coi12p::,IRF-1::,CO::,AGBE::,Dusp5::,CD11b::,SiglecF::,PCDH7::,ADE2::,Leu::,RNH1::,Hspa1a::,HSF1::,GC‐G::,USP30::,USP45::,alkaline phosphatase::,THEMIS::,IRE1-I::,NOD2::,Phb2::,pat1::,Myc::,PIGX::,Matrin3::,ST7::,GM130::,Tfn::,TFG::,FoxP3::,BCR::,cKIT::,Star::,Ncoa5::,PECAM::,miR-200c::,Pdk4::,Smad4::,Coq9::,Snc1::,sec12ts::,ypt1-1::,Hmg1::,DEC::,IL-6::,Rv1926::,MEK1::,rhodopsin::,Iba1::,SYCP1::,C7::,LXRα::,Lgr5::,Dnmt2::,p48::,VEGF::,NSMCE2::,KRIT1::,LYVE1::,VEGF-C::,AREG::,MICA::,NKG2D::,Rab13::,NPM::,TLR2::,chk2::,UnaG::,CD28::,Ly-6G::,SMAD1::,MEKK3::,AMOTL2::,RPA2::,NANOS2::,NANOS1::,PUMILIO1::,HSP21::,Braf::,B-Raf::,DCC::,CD22::,KIF3B::,FRB::,CSF2::,CD4::,TESK1::,ABCB8::,VEGF-A::,Stat1::,Mx2::,NAT10::,GemC1::,ATPCL::,Prp5::,KLF5::,Axin::,CTCF::,Atad3::,sororin::,Lrig2::,Mcm6::,Ubc9::,eIF4A::,ChAT::,NB-3::,INVS::,Fbxl17::,Munc18::,Munc18-1::,4E-T::,NEMO::,FABP1::,Rab34::,Sqstm1::,IRE1α::,uPA::,trt1::,RAB2A::,E-cadherin::,sarcomeric actin::,S100a4::,miR-24::,CXCR5::,USP19::,Aurora A::,pqm-1::,FUS::,ABH1::,cycb1;2::,RPL12::,Chm7::,MAPKKK5::,bactin::,HGF::,Chk2::,p21::,LRSAM1::,Sec61β::,TPO::,Sept2::,cortactin::,G6PD::,Chs5::,Bch2::,GASZ::,COX4::,EpoR::,CD44
Q8CGY6	Unc-45b
19877	ROCK1
12591	Cdx2::,CDX2
P27133	AX p
Q9BZ23	Ref(2)P::,beclin‐1::,β′-COP::,CG11347::,LAS1L::,C17E4.2::,Rab12::,SNX18::,Miro::,MIC1::,rpl‐43::,ddm1::,PRK4::,RBM14::,Twi1p::,AMPK::,AMSH::,Brachyury::,BTK::,TGN46::,LSD1::,PlGF::,survivin::,UBC::,esxA::,BRAF::,CD11c::,Ecad::,Catnb::,Nrp1::,NSMCE2::,Oas1::,miR-10b::,CDC20::,FoxM1::,TPO::,Stat3::,nos::,Fus::,NB-3::,Rab34::,FBH1::,Cdc25C::,Dio2::,uPA::,plasminogen::,ter1::,doa10::,PDIA1::,SOX9::,TDP-43::,NRG1::,ErbB4::,casp-3::,MALT1::,MCP-1::,CCNB
Q06A28	M45::,RM45
P15379	CD44::,Cd44
4232	PEG1
20346	Sema3a::,Sema3A
26523	AGO1
P40344	Atg3::,ATG3
1844	DUSP2
P06400	pRb::,pRB
P54803	GALC
Q7TSH4	CP110
P70232	CHL1
Q64008	Rab34
100301946	igfbp6b
5885	Beclin::,aut7::,API::,Apg16p::,vitamin D receptor::,Fpn::,GATE‐16::,Tsg101::,TLN::,caspase-8::,sipD::,α-amylase::,Ref(2)P::,BAG1::,calmodulin::,WIPI‐1::,TIGAR::,VCP::,FYCO1::,daughterless::,drpr::,HMGB1::,IRGM::,IL-6::,ZIPK::,MRLC::,BAG3::,fus1::,TAB3::,TAB2::,TAK1::,IκBα::,α-hemolysin::,atg36::,Ret::,Bak::,ypt7::,VP3::,MCU::,NS5A::,CD16::,Ubqln1::,RIPK2::,Trp53::,NCAM::,Rab12::,miR-212::,nsP2::,epg‐6::,gba::,NDUFS4::,PERK::,ATG6::,Tmem26::,galectin3::,MTMR3::,MiroS::,ung-1::,MSH-2::,mlh-1::,MIC1::,DAPK1::,CIP2A::,Hace1::,HACE1::,LC3β::,β‐catenin::,Atg8p::,Cx26::,Atg34::,Dcp-1::,sdt1::,spns1::,OFD1::,AR::,SQST‐1::,CALM::,AGO6::,Clb2::,SAS-6::,Ctns::,GLUT-4::,IKKβ::,APOE::,Cx3cr1::,ApoE::,Noc::,noc::,Orc2::,IFN-γ::,Rpn1::,Dmef2::,Dusp5::,IL-33::,Rrm3::,HSF1::,SHP1::,DC-SIGN::,NOD2::,PDGFRβ::,Myc::,LGR5::,APC::,Matrin3::,nPTB::,ATP8A1::,Gnd1::,VHL::,TFG::,LSD1::,UBE4B::,SlpA::,SPTAN1::,Dfmrp::,CCR9::,TRA‐1‐81::,LXR::,Abca1::,PECAM::,TP53INP1::,KCNA5::,Ly6G::,DDX3::,CoQ9::,Coq6::,Snc1::,atg2::,pep4::,K-Ras::,TLR4::,TNF::,Kcnq1::,tgl5::,Braf::,CCL6::,fibronectin::,Asma::,Catnb::,Dnmt2::,VEGF::,TGF-β1::,SMC5::,VEGF-C::,β-TrcP::,YAP::,TGF-α::,NKG2D::,Rab8B::,clr4::,Siglec‐14::,IL‐8::,NCL::,TIP5::,claspin::,FOXA2::,PTPRN2::,CD11c::,DTR::,Ang-2::,ERK5::,Mef2D::,SLFN11::,p70S6K::,RAD21::,TRF2::,DCC::,CD25::,CD69::,TRAPPC8::,eIF2a::,HDAC6::,Tom22::,Bax::,Mic27::,Dyn1::,DNase I::,p38γ::,Lyzs::,ABCB8::,Wbp2::,CS::,IL1R1::,Becn1::,Plk1::,LukE::,HlgC::,LukF-PV::,GemC1::,PRP5::,Prp5::,pus1::,GSK3α::,STAT5::,STAT5B::,Stat3::,Dvl::,IFT88::,APP::,MCP::,Fus::,NB-3::,PTPσ::,PDGF-AA::,INVS::,Fbxl17::,ERK2::,MALAT1::,GADD45β::,Dbi::,GluA1::,FRS2::,FGFR1::,XBP-1::,Drp1::,Dars2::,VN::,ter1::,FUS::,SMPD2::,miR-122::,gp8::,CD4::,USP19::,Aurora A::,Hb9::,TBK1::,Sas-6::,cycb1;1::,cycb1;3::,cdkb1;1::,aPKC::,SOX9::,ErbB4::,Igfbp1a::,Igfbp1::,igfbp1a::,IGFBP1::,H2AX::,Chk2::,Cdh5::,Wbp5::,nat4::,Gpr124::,CARD14::,SYCP3::,SYCE2::,Gli1::,BUD7::,Chs5::,Trpml1::,Sox17::,FBH1::,PTEN
38231	α-spectrin::,α-Spectrin
Q15388	Tom20::,TOM20::,TOMM20
12798026	miR-1
1337	COX6A1
O88696	ferritin::,sav::,Rrp6::,Bim::,LGG-1::,CA II::,PEX5::,atg38::,PlcA::,sgcn::,HRas::,Mcm2::,PMA1::,USP2::,GRB2::,EHD1::,SIGNR1::,COL7A1::,pRB::,GOT2::,Pdk4::,Cyclin E1::,Snq2::,Hsp70::,KLF4::,NANOS2::,PDHE1::,CD19::,CD4::,IL3::,TRPV2::,TrkB::,mdi::,h3.3::,H2A::,ICP27::,USP19::,VAMP8::,PBL27::,igfbp1a::,miR-10b::,Smoothened
68943	PINK1::,Pink1
P00358|P00360|P00359	GAPDH::,Gapdh
Q96GD4	Aurora B
54965	PIGX
178139	SQST-1::,sqst-1::,sqst‐1::,SQST‐1
P20936|Q15283|Q14644	Ras::,RAS
177345	bec-1::,BEC-1::,Bec-1::,bec‐1
P22897	CD206
54123	Irf7::,IRF7
16367	IRS1
P17897|P08905	lysozyme
Q61247	serpin f2
Q16655	MelanA
639	Blimp1::,BLIMP1
31230	z:
Q91ZQ5	RPE65
P26321	Rpl5
P51149	Rab7::,rab7::,RAB7
1615	DARS
209462	HACE1::,Hace1
Q9ERQ8	CAVII::,CA
P45983|P53779|P45984	JNK
81538	TLSs
P61088	UBE2N
17096	Lyn
12974	citrate synthase
P01133	aut7::,apg16::,Apg7p::,npc1::,EGF::,epidermal growth factor::,Aβ::,OPA1::,LAMP-1::,BAG1::,RagC::,Jumpy::,FYCO1::,CathepsinL::,LC3B::,Foxg1::,ft::,red1::,Map1lc3b::,Cdc11::,npr2::,eNOS::,srtA::,dBI‐1::,unc‐104::,CK2α::,α-hemolysin::,MCUR1::,epg-6::,epg-7::,let-363::,AOX::,RARα::,PrP::,Mdm2::,CAVII::,CA II::,KAP::,EEA1::,ULK1::,GlyP::,GlyS::,Fbxo7::,LAMP2::,Galectin‐8::,Idh2::,DAPK1::,PEX10::,β‐catenin::,ACS2::,VPS35::,WIPI2::,Atg34::,rpl‐43::,atfs‐1::,lap::,Dendra-tau::,CDC14::,Cay1::,noc::,NFATc1::,Coi12p::,GIW1::,ATHB2::,Rag2::,Rrm3::,FXR::,UBE2V1::,Sox2::,Brca1::,Sec61α::,Pod::,αSMA::,HGF::,Dgcr8::,LDHA::,PR::,MVH::,TFG::,Sec16A::,SPR-5::,UBE4B::,IL‐1β::,BDCA2::,CD4::,thrombin::,Ki67::,Coq9::,atg2::,ypt1-1::,Sec13::,PRB1::,TNFR1::,mclA::,pep4::,PCBP4::,Npc2::,C7::,AID::,PHD2::,IgG2a::,NRP1::,TGF-α::,E6::,Rabin8::,CD11c::,Il23::,CSFR1::,SMAD1::,CCM1::,SLFN11::,APX2::,Tie2::,CD45::,RAB1B::,eIF2a::,RSpondin1::,PEX::,Lyzs::,NLRP3::,VEGF-A::,Cas9::,atpcl::,pus1::,Stat3::,ATM::,PGC-1-β::,Gata6::,Ku80::,TRIM28::,eIF4A::,Fus::,PSD95::,Fbxl17::,Munc18-1::,NEMO::,SINTBAD::,SMCR8::,Drp1::,SEPT7::,PLAU::,MDM10::,Ams1::,PKR::,EGOT::,Fstl1::,SMPD2::,CAT-1::,HuR::,USP19::,ERp57::,dop-1::,SOG1::,Zw10::,FBW7α::,bactin::,BMI1::,GEMC1::,MALT1::,ORP5::,HUWE1::,Chs5::,ATR
12765	WAC::,Hla::,TMEM59::,Atg16L1::,atg-3::,Ripk2::,Trp53::,survivin::,MKP3::,ERdj3::,Bcl-xL::,centrin-2::,cay1::,Twi1p::,PCDH7::,BTK::,CUL3::,VEGF-A::,LIF::,FLCN::,CXCL10::,USP19::,DIS3L2::,PKCδ::,Bub1b::,Sept2::,SIRT5::,Trpml1
Q9H4L4	SENP3
Q03981	Su9
563920	Apg16p::,TGN46::,IRGM::,sav::,eIF2::,Atg18::,PEX5::,secretagogin::,Cdc14::,Dmef2::,p63::,ManII::,Rubicon::,DC‐SIGN::,Yki::,dystrophin::,LXR::,TH::,Smad4::,C7::,PHD1::,Mapt::,ApoE::,YAP::,53BP1::,CD19::,FLCN::,miR-150::,CLU::,Pax6::,Pold4::,Sept2::,G6PD::,Bud7
O00418	ddit3::,daf-2::,VCP::,DHR3::,eis::,Wts::,Rep1::,α-hemolysin::,MTMR3::,Hace1::,HACE1::,MPC1::,atg19::,WIPI1a::,hrr25‐ts::,APRT::,epg‐8::,GRI::,Bak::,FXR::,SOD1::,miR-210::,sst1::,SQSTM1::,Atg-1::,neutrophil elastase::,Ly6G::,Atg19::,Snc1::,Snq2::,Sec61::,BRAF::,Anp::,calnexin::,NSMCE2::,LYVE1::,LacI::,hrcC::,CD11b::,Ezrin::,OTUB1::,Plk4::,Cas9::,Prp5::,Esrrb::,Rnaseh2b::,Ptch1::,SEPT7::,miR-122::,MALT1::,PDI::,HUWE1::,CCNA
9513	FXR2
Q5FLN0	slpX::,SlpX
Q9S7U9	MKK2
837800	aut2‐1::,APG16::,DAPK::,RagB::,GAL1::,Bim::,Sph1::,epg-7::,FIP200::,AGO6::,Id1::,Tb::,Pfk::,FXR::,AMPKα1::,STAMP2::,PrP::,Ccno::,Snai1::,BIK1::,Pep2::,Mdm2::,CB1R::,CLU::,ATP8::,FUS::,gp6::,Effete::,caspase-3::,MET::,Eif2s1::,SYCP3
67784	PlexinD1
181728	mec‐4::,MEC‐4::,mec-4
Q4QR83	STRA6
P62492	Rab11a::,Rab11::,RAB11A
Q13535	ATR
91137	PPCA::,pep4::,NPC1::,p19::,HAC1::,PS1::,Apg12p::,DAPk::,DRP-1::,sipD::,rab-10::,pha-4::,Hsc/Hsp70::,TRAIL::,TIGAR::,p38IP::,FYCO1::,RILP::,DOR::,BCL‐2::,DHPR::,HDAC6::,Fis1::,syntaxin 7::,htt::,spaghetti‐squash::,Sqh::,red1::,ssm4::,Red1::,PELP1::,Map1lc3b::,eNOS::,MVP::,IL‐1β::,BCN1::,CK2α::,cyclin B::,Rags::,SCOC::,Hla::,Bim::,VDR::,CYP27B1::,KFERQ::,SQST-1::,Ripk2::,FIP200::,Atg30::,miR-212::,α-MHC::,nsP2::,atg‐2::,gba::,Lamin A/C::,GM130::,ROCK1::,XIAP::,survivin::,DICER::,ATG16L1::,MVb::,WIPI-1::,p40phox(PX)::,UVRAG::,PLS3::,Atg38::,APN-1::,caspase-3::,Fbxo7::,HACE1::,ACS2::,Pot1::,Mex67::,SesB::,sdt1::,spns1::,Src::,WIPI2b::,bovine serum albumin::,Atg11::,MCOLN1::,SQST‐1::,ATG‐18::,TAS3a::,Secretagogin::,CRH::,Bak::,Sic1::,Clb2::,STIL::,cay1::,HA::,CTNS::,LAMP2A::,BACE1::,CD102::,KSHV‐TK::,spac::,noc::,18S::,Twi1p::,α7::,prr9::,DTS::,Dmef2::,AGBE::,SiglecF::,IL-33::,mre11::,Rrm3::,Mms2::,Nestin::,TRF2::,Sec23::,Sec24D::,DC-SIGN::,Insr::,TAS1c::,AGO6::,pat1::,Dgcr8::,Wnt4::,TCF12::,Matrin3::,Tfn::,Cacna1a::,NRBF2::,FMRP::,Dfmrp::,CEACAM-6::,Centrin::,GOT2::,HisCl::,Shi::,Spi::,Black::,Asm::,SHP2::,ACTB::,Foxa2::,Pdk4::,Ly6G::,α-actinin::,BMP4::,Peli1::,Snc1::,Sec13::,Aβ42::,TNF::,TBL1::,Kcnq1::,Tbr1::,NPC2::,TEX11::,Glut4::,PVALB::,PHD1::,NSMCE2::,KRIT1::,YAP::,MICA::,IL-2::,Rab13::,Swi6::,swi6::,NCL::,NPM::,NF-B::,Mapt::,Pep2::,CD11c::,Ang-1::,Cpx2::,Syt11::,SLFN11::,BRPF1::,Bid::,Bax::,CD19::,CTCF::,TRAPPC3::,Dyn1::,DNase I::,4EBP1::,TFEB::,NRAS::,OTUB1::,miR-10b::,ABCB8::,VEGF-A::,Stat1::,gTbr2::,LukS-PV::,HlgC::,CDH1::,TRPV2::,Prp5::,snR81::,FoxM1::,STAT5::,AchE::,Stat3::,Activin::,LIF::,osteocalcin::,MTCO-1::,yH2A.X::,Sox2::,Lrig1::,BDNF::,CXCL10::,FIP3::,NAT1::,C3b::,cox4::,Fus::,vGlut1::,NB-3::,PDGF-AA::,Dvl::,ATM::,I-SceI::,RIF1::,Munc18::,Munc18-1::,CD11b::,Aquaporin 4::,Rab34::,SPOP::,WRNIP1::,ICP27::,UL54::,Smad2::,Smad3::,αSMA::,Cdc25C::,uPA::,uPAR::,VN::,ter1::,Trt1::,Ams1::,RAB2A::,FUS::,Fstl1::,CD127::,CAT-1::,Rab1a::,Sec63::,Pgc1::,B220::,Pou2af1::,ICOS::,Cap350::,CAP350::,CPAP::,SV2::,GSK-3β::,cycb1;2::,Spc105R::,SNAP29::,JAM-A::,Chm7::,igfbp1a::,AX p::,F9::,Scl::,LRSAM1::,MALT1::,ORP8::,Sirt5::,HUWE1::,MVH::,GASZ::,EpoR::,fft3
G3HU68	CREB
P11499|P07901	Hsp90::,HSP90
17274	Rab8a::,Rab8A::,RAB8a
Q14789	giantin::,Giantin
4013	VWA5A
Q03281	HEH2::,heh2::,Heh2
O75390	CS
P09803	e-cadherin::,E-cadherin::,Ecad::,Ecadherin
21425	TFEB::,Tcfeb
P38936	p21::,P21
38443	Fbxo7
5562|Q13131	Ampkα1::,AMPKα1
P27695	APEX1
P94102	RAD51
P09874	aut2::,Apg16p::,p19::,Calreticulin::,α-amylase::,act::,dachs::,inlK::,BCN1::,TAB2::,MCU::,MCUR1::,Epg5::,RARα::,WASH::,PARP1::,TNF::,IFT20::,Lon::,PARP-1::,AR::,Bak::,Bax::,CPAP::,Hu::,Twi1p::,gi-2::,GlyS::,Atp8a2::,Dfmrp::,Dgcr8::,sst1::,ALDH1A::,SQSTM1::,Foxa2::,SOD1::,MYH6::,ypt1-1::,Aβ42::,periostin::,Pdgfb::,PECAM1::,E6::,CD56::,CX3CR1::,Mitofilin::,ERK5::,GAL4::,fkh::,netrin-1::,JUNB::,YAP::,TAZ::,VEGF-A::,LukE::,Ku80::,FIP3::,SMN::,INVS::,α11.2::,SPOP::,SMCR8::,Cdc25C::,Cdk1::,PTPIP51::,Trpml1
P04216	CD90
Q2XQY7	Ift57::,IFT57
58801	erg6‐2::,VCP::,CathepsinL::,MCL‐1::,Beclin-1::,M45::,Bim::,LC3A::,lgg-1::,atg-9::,NeuN::,gba::,UVRAG::,proteinase K::,Opa1::,ULK1::,FUNDC1::,KSHV‐TK::,Calnexin::,FXR::,c‐Fos::,IL‐7::,SlpA::,Expanded::,COL7A1::,miR-210::,ayr1::,C7::,VEGF::,Nsmce2::,Tbr2::,E2F7::,LIF::,TrkB::,Ku70::,DRP1::,OSM::,ß3-tub::,REC8::,HUWE1::,CCNB2::,Eng
824036	CDKA;1
P22646|P04235	CD3
Q07812	Bax::,BAX
24188	ALDH1A1
P0CG48|P62979|P0CG47|P62987	Ub::,ubiquitin
55332	DRAM
941736	GATE‐16::,Beclin‐1::,OPA1::,HDAC6::,htt::,dS6K::,mec‐4::,Ptch1::,Atg32::,catalase::,apn-1::,Defa6::,Aβ::,CD11b::,miR-210::,α-SMA::,TP53INP1::,Nurr1::,PGC-1α::,MEK1::,Tsp1::,Nedd8::,T2::,IFN-y::,SLFN11::,KIF5B::,Prp5::,FoxM1::,ChAT::,CB1R::,CD28::,CPAP::,ß3-tubulin::,Shh
406942	miR-150::,miR150
125050	Apg16p::,APG12::,API::,RAR::,L2A::,GATE‐16::,RSK::,Beclin‐1::,Bcl‐XL::,hPS1::,Aβ40::,catD::,SipB::,RagC::,Jumpy::,TIGAR::,VCP::,p38IP::,p40phox::,cytochrome::,dS6K::,MuRF‐1::,drpr::,HMGB1::,IRGM::,htt::,Sqa::,d::,mmi1::,Red1::,UVRAG::,Ikkβ::,CHOP::,Beclin-1::,IL‐1β::,TAB3::,UNC‐104::,CK2α::,α‐MSH::,NRBP2::,SH3GLB1::,ULK1::,WAC::,Hla::,sseL::,Atg36::,Ret::,Bim::,VDR::,Pex30::,MCUR1::,OXA1::,LETM1::,MCU::,Ptch2::,TFEB::,CD16::,ATG16L1::,DEDD2::,Epg5::,Calreticulin::,ZK1053.4::,SQST-1::,LGG-1::,CREST::,Atg32::,Atg11::,miR-132::,SNX18::,DFCP1::,Beclin1::,Beclin::,CAVII::,survivin::,XBP‐1::,DCP1A::,CLN3::,4E-BP1::,WIPI-1::,Miro1::,PlcA::,HBx::,p44::,ERK2::,Elk1::,bec-1::,CIP2A::,Hace1::,LC3β::,histone H3::,Atg34::,Ape1::,Atg19::,FKBP15::,WASH1::,ATPsyn-α::,Drice::,phm8::,spiA::,invG::,spns1::,Atg16L2::,REST::,ACTB::,PTEN::,LAAT‐1::,CALM::,H-2Db::,CRH::,PRK5::,GRI::,Bak::,Cdc14::,tlh1::,EMP1::,Ctns::,Mgat3::,Aβ::,MuHV‐4 TK::,zyxin::,p85::,Orc2::,PIF4::,SiglecF::,FXR::,UBE2V1::,ANP::,CD28::,calnexin::,IRE1-II::,Yip1A::,TLR9::,amiA::,Phb2::,STAMP1::,αSMA::,Ki-67::,AP::,Dgcr8::,Terc::,VEZT::,Atp8a2::,btn2::,Nsp1::,Hsp42::,VHL::,ω-agatoxin TK::,NRBF2::,Signr3::,α-Spectrin::,α-spectrin::,β-spectrin::,pRB::,COL7A1::,FMRP::,dfmr1::,Dfmrp::,ABL::,CCL25::,CXCR4::,Ccno::,SIRT3::,MDH2::,HisCl::,ISCU1/2::,GCN4::,miR-210::,IL-6::,SKAP55::,EDEM1::,E-cadherin::,Pdk4::,Ly6G::,interleukin-6::,Ccnd1::,DDX3::,Coq9::,Snc1::,Sec13::,ypt1::,Aβ42::,XRCC4::,TNF::,Kras::,Kcnq1::,TGF-β::,F4/80::,CD11c::,CCL6::,CycE::,RPGRIP::,DTA::,Tgfbr2::,C7::,Dnmt2::,SPAK::,p48::,AID::,PHD1::,XPB::,NSMCE2::,KRIT1::,casein kinase Iε::,YAP::,TGF-α::,IFNγ::,MICA::,NKG2D::,IL‐8::,Tlr8::,GluN2B::,PIP5KB::,PROPEP::,HIF-1α::,UnaG::,Abo1::,GAL4::,hsfa2::,BRPF1::,TBPH::,TAZ::,cTNT::,CD22::,CTCF::,GS::,FoxA2::,cMyc::,FKBP::,RIG-I::,Bax::,Trpm6::,CD11b::,PAQR3::,KRAS::,miR-10b::,IL18::,Plk4::,Stat2::,Mdm2::,LGN::,Cas9::,LukE::,HlgA::,FBXO5::,GemC1::,Muc5ac::,chm::,WRKY29::,Prp5::,FoxM1::,SMC3::,IGFBP-5::,IFT52::,IFT88::,Sox2::,MARK4::,MAP-2::,TrkB::,RNase H2::,Rnaseh2b::,cGAS::,Rnaseh1::,FIP3::,FUNDC1::,Mcm4::,C3b::,Tamas::,mdi::,ChAT::,PTPσ::,NB-3::,BSA::,INVS::,UGI::,IGVL::,Gli1::,Ubp6::,ERK1::,munc18-1::,MALAT1::,NOT1::,VCAM-1::,GADD45β::,Rab34::,GluA1::,RAB8a::,ATXN2::,STING::,FRS2::,FGFR1::,IRE1α::,TGFβ::,CLU::,Cdk1::,Dio2::,uPAR::,plasmin::,a2AP::,uPA::,mdm10::,Mdm12::,Imp1::,ter1::,Trt1::,AKT3::,Alix::,HuR::,gp6::,Pgc1::,Pou2af1::,Bcl6::,NavMs::,USP19::,IFN-β::,TUJ1::,cycb1;1::,cycb1;3::,cdkb1;1::,NS1::,Spc105R::,FBW7α::,hsa-let-7i::,U12::,VPS4B::,ERBB4::,Effete::,miR-449::,Snf7::,PBL27::,igfbp1a::,igfbp2b::,ins::,junD::,caspase 3::,HGF::,Flk1::,Gpr124::,CARD14::,MALT1::,Smc1β::,SYCE1::,REC8::,UBQLN4::,IL-2Ra::,BAG6::,ORP8::,CD42::,CD34::,TPO::,Sept2::,HUWE1::,NF-YB::,BCH1::,Chs5::,PLZF::,Epo::,EpoR::,fft2::,Fft2
15110	Hand1
44786	nerfin-1
O54918	BIM::,Bim
Q06323	PA28α
31332	ral::,Ral
180992	sur-5
14178	FGF7
27377	p19::,Bad::,GM130::,SipB::,IRGM::,MAPK8::,Red1::,ARL8B::,Pin1::,Bim::,Ptch2::,Beclin‐1::,TNF::,MIC6::,phm8::,Lamp2::,CD44::,Dusp5::,Axin2::,Raver1::,Matrin3::,PTB::,NRBF2::,slpB::,TNNT2::,BDCA2::,COQ5::,Tsp1::,Sema3A::,Rab13::,Orb::,CHK1::,C5b-9::,ICAT::,ATM::,PEN-2::,INVS::,plasminogen::,VN::,ICOS::,CARD14
P81948	tubulin
Q505B8	SYCE2
P61765	Munc18
172167	let-363::,let‐363::,pep‐2
4851|4853|4854|4855	Notch::,notch
P05019	IGF-I
18991	npc1::,rl::,dRagA::,Jumpy::,cortactin::,GATE‐16::,drpr::,TEX10::,LC3A::,Aim2::,CerS1::,XIAP::,transferrin::,Atg19::,Id1::,Rac1::,IL-33::,p65::,AMSH::,Sec31::,Su(Var)3-3::,MSL1::,Sema3C::,KLHL3::,MOB1::,Rab13::,F4/80::,CIP::,pus1::,miR-515-5p::,DDX6::,WRNIP1::,FUS::,PKCB::,ATM::,Bud7
6491	STIL
O89110	caspase-8
17762	tau::,Tau::,Mapt
Q94920	VDAC
P49763	PlGF
P01108	AUT7::,apg12::,NAF‐1::,RM45::,NAP1L3::,epg-7::,thiolase::,miR-212::,LC3B::,PH::,LGG-1::,MYC::,Pex14::,H3R::,HACE1::,LC3β::,Ape1::,TFEB::,VAMP3::,scgn::,centrin-2::,ZO-1::,c-Myc::,TRF2::,Myc::,ubr1::,PD-L1::,survivin::,Rh1::,Twist1::,γ-H2AX::,MEK1::,LXRα::,PR1::,BMP6::,sec8::,cMyc::,RIG-I::,UVRAG::,IFT57::,Mis18::,NB-3::,RILP::,SEPT6::,Tom40::,EGOT::,VPS39::,αSMA::,miR-34a::,MET::,NAT4::,RFX3::,HIF-1α::,MALT1::,VAPA::,HUWE1::,Epo
818438	TFIIS
P53778|Q16539|Q15759|O15264	p38
56484	FoxO3a::,FoxO3::,Foxo3a::,FOXO3a::,FOXO3::,Foxo3
25328	LAMP1::,Lamp1
Q9FL28	FLS2
2539461	Jumpy::,FYCO1::,ScAtg8::,HDAC6::,DRP1::,eis::,SCOC::,EPG-7::,MelanA::,let-7::,Dcp-1::,c‐fos::,Ctns::,DTS::,Sec61α::,Axin2::,VEZT::,NRBF2::,R26::,R-spo1::,CUL3::,PHD1::,VE-PTP::,TEAD::,AMOTL2::,CD22::,Pgc1α::,Munc18-1::,GluA1::,AKT3::,CARD14::,SYCP3::,ORP8
Q9WUT3|P18653|P18654	p90RSK
P07766|P09693|P04234	CD3
