P39052	Dyn2
387160	PtdIns 3‐kinase::,pra1::,aut2::,API::,Apg5p::,APG5::,APG12::,npc1::,retinoid X receptors::,p27KIP1::,p19::,Aminopeptidase I::,LAMP‐2A::,LAMP‐2B::,Fpn::,EGF::,GATE‐16::,Vps24::,Htt::,PS1::,APP::,p62::,synaptophysin::,TLN::,p55::,SipB::,eat-2::,pha-4::,let-363::,unc-24::,daf-15::,bec-1::,daf-2::,Ref(2)P::,ULK1::,nanos::,UBQLN1::,BAG1::,SUMO‐3::,β′-COP::,RagD::,Cg::,Jumpy::,LC3::,p38IP::,FYCO1::,DOR::,ScAtg8::,Nix::,NAF‐1::,CathepsinL::,htt::,polyubiquitin::,DHR3::,atrogin‐1::,drpr::,act::,cholera toxin subunit B::,PLC(PH)::,hVps15::,Hmgb1::,Rb::,MCK::,COX-IV::,eis::,Eis::,Mx1::,Beclin‐1::,MCL‐1::,Sqh::,Sqa::,MRLC::,NMHC‐IIA::,Atrophin::,Atro::,Tub::,SOD::,red1::,rep1::,Mmi1::,mmi1::,Pcf11::,Pla1::,ura4::,PELP1::,SUMO2::,ARL8B::,caspase-1::,Aim2::,Cdc11::,BAX::,InlK::,srtA::,BSA::,MVP::,BI‐1::,IL‐1β::,TAB3::,TAB2::,BCN1::,mec‐4::,deg‐3::,CK2α::,UVRAG::,POMC::,proopiomelanocortin::,NRBP2::,FEZ1::,WAC::,p24::,α-hemolysin::,sseL::,Pex13::,Atg36::,FAK::,Bim::,myosin VI::,Atg5::,Gli2::,Rab21::,NS5A::,Sph1::,Atg14L::,CD16::,NOD2::,LAMP-1::,TH::,atg-3::,SQST-1::,epg-6::,LGG-1::,lgg-1::,epg-7::,C17E4.2::,CREST::,Ubqln4::,Nod2::,Ripk2::,p20::,FIP200::,nestin::,Cdkn1a::,PSA::,NeuN::,Atg11::,LC3‐C::,atg‐2::,let‐363::,epg‐6::,SQST‐1::,gba::,CerS1::,PrP::,BRAF::,lamin A/C::,calnexin::,GM130::,SNX18::,DFCP1::,ROCK1::,Beclin1::,XIAP::,CA VII::,Atg18::,Mfn2::,PERK::,Mfn1::,DICER::,TSC2::,Rheb::,RAB11::,EEA1::,ATG9::,Atg9L1::,WASH::,Beclin 1::,C2::,MiroS::,Miro::,GlyP::,Atg8::,exo-3::,msh-6::,apn-1::,Fbxo7::,Mfn::,da::,PlcA::,Galectin‐8::,WIPI‐2::,HBsAg::,Xbp1::,ERK::,CD40::,TRAIL::,ULK::,IFT20::,PSD-95::,CIP2A::,Pex14::,H3R::,GSK-3β::,Hace1::,HACE1::,Atoh1::,LGR5::,Axin2::,PP2A::,Pot1::,S6::,Cx43::,Atg19::,LAMP1::,VPS29::,VPS35::,Dcp-1::,PINK1::,invG::,spns1::,beclin 1::,Spns1::,Nox2::,mdx::,WIPI2b::,WIPI2::,TDP43::,REST::,Atg3::,CTSD::,APRT::,gfi‐1::,LGG‐1::,CALM::,VAMP2::,Dendra-tau::,FUNDC1::,CD62::,ATF6::,ERdj3::,ddm1::,Secretagogin::,CRH::,c‐fos::,GRI::,prk5::,Bak::,Nop1::,RBM14::,T::,ZRF1::,HRas::,ZO-1::,HA::,PI5P4K2C::,CTNS::,Ctns::,LAMP2B::,PNGase F::,BACE1::,Bace1::,Contactin-2::,Cx3cr1::,IL-6::,PR-SET7::,HNF4::,ALT::,KSHV‐TK::,Ltbr::,Twi1p::,COI12::,Coi12p::,PA28β::,fkf1::,Dmef2::,Rab3::,Rag2::,Dusp5::,IL-33::,EGFR::,PCDH7::,rpb1::,GC‐G::,USP15::,SLX4::,USP45::,miR-23a::,c-Myc::,Nanog::,SHP1::,CD3‐ζ::,XBP1::,Yip1A::,glucocorticoid receptor::,NFATc2::,Dectin1::,BTK::,Igf1r::,Phb2::,STAMP2::,ATF4::,EN::,collagen 1a1::,endosialin::,ago4::,Terc::,Wnt4::,Tfn::,EHD1::,ATP8A1::,STELLA::,hsp42::,Gnd1::,san1::,Hsp42::,IP3R type 3::,myosin IIA::,Sec16A::,Cacna1a::,NRBF2::,LSD1::,UBE4B::,ufd-2::,spr-5::,PSMD11::,SlpB::,SlpA::,βH-Spectrin::,Ex::,ex::,Yki::,COL7A1::,KCNJ3::,FMR1::,dfmr1::,Dfmrp::,MORF::,CBP::,PLK-1::,CCR9::,TRA‐1‐81::,Ccno::,MDH2::,GOT2::,HisCl::,Atg8a::,Dgcr8::,Cbx2::,Abca1::,GCN4::,miR-210::,ISCU::,Asm::,β1 integrin::,Ang1::,IL-8::,ALDH1A2::,ALDH1A::,miR-203::,ACTB::,Lgr5::,Nurr1::,Pdk4::,SOD1::,TTN::,Ttn::,Smad6::,IFN-β1::,DDX3::,γH2AX::,COQ6::,Coq9::,Snc1::,ypt1-1::,YPT1::,Sec13::,pep4::,ypt1::,TRF1::,IFN-γ::,MYD88::,Ubiquitin::,miR-511::,TNF::,HI0628::,LOX::,Tbr1::,CD11c::,Braf::,NPC2::,Npc2::,LAMP2::,Rhodopsin::,IL-1β::,C7::,C1q::,LXRα::,Bnp::,Rcan1::,GATA4::,Catnb::,Ly6G::,PlexinD1::,p48::,casp3::,VEGF::,Sema3A::,IgG2a::,NRP1::,SMAD1::,KRIT1::,YAP::,MICA::,NKG2D::,Rab13::,Rab8A::,cid14::,Siglec‐5::,Siglec‐14::,STARD7::,LacI::,LRRC8D::,Tlr8::,GFAP::,Rpp30::,VGAT::,gephyrin::,Bdnf::,PTPRN2::,Pep2::,PROPEP3::,UnaG::,Csf2::,CD31::,vWF::,CD68::,CHCHD10::,CCM1::,CLAUDIN5::,Claudin5::,Syt11::,abo1::,Lats2::,Ral::,ral::,fkh::,sec3::,Gbe::,RPA2::,SLFN11::,CHK2::,ApoE::,DND1::,NANOS2::,PUMILIO1::,PUMILIO2::,DCP1a::,hsfa2::,BRPF3::,HBO1::,Bid::,Raf-1::,Tie2::,CD8::,CD4::,Cd22::,CD22::,TET1::,CTCF::,TRAPPC12::,GADD34::,Nox4::,CXCR4::,Ecadherin::,KIF3B::,MAP1B::,FKBP::,KIF1C::,HDAC6::,Dyn1::,Bax::,Trpm6::,Lyzs::,CD45::,p38γ::,TAZ::,ANKRD1::,CTGF::,PAQR3::,NRAS::,ERK1/2::,OTUB1::,KRAS::,ABCB8::,Wbp2::,Psd-95::,HKII::,Akt2::,VEGF-A::,NLRP3::,ATG16L1::,CASP1::,CASP11::,PCM1::,STAT2::,IFNβ::,p53::,NAT10::,LGN::,Cas9::,LukF-PV::,HlgA::,E2F7::,Emi1::,Ucp1::,Cd36::,acetyl-CoA::,ATPCL::,atpcl::,chm::,FLS2::,mkkk7::,WRKY29::,F4/80::,FoxM1::,GSK3-β::,ICAT::,Wnt3a::,STAT5::,acetylcholinesterase::,TPO::,ATAD3::,Pou5f1::,Cdca5::,Aurora B::,SRSF1::,IFT57::,Smad7::,p16::,PGC-1β::,Lrig1::,TrkB::,Ku::,Rnaseh2b::,CCL5::,RNase H2B::,SLD3::,HIF-1α::,MCU::,RanGAP::,RanBP2::,Ubc9::,p90RSK::,C3b::,MCP::,MDI::,cox4::,Fus::,Bphl::,Uhmk1::,HDAC1::,ChAT::,Cav1.4::,NB-3::,vGlut1::,Tuj1::,NCT::,INVS::,PDGF-AA::,IGVL::,SirT7::,cKit::,CD11b::,Skp1::,Ptch1::,Ubp6::,Munc18-1::,ERK2::,GW182::,tRNAAla::,Me31B::,MALAT1::,DDX6::,4E-T::,VCAM-1::,p150::,db::,Gadd45b::,GADD45β::,Ifnar1::,giantin::,FLCN::,RILP::,Rab34::,β2AR::,α11.2::,GluA1::,SPOP::,WDR41::,C9ORF72::,H2A::,WRNIP1::,RAD51::,FBH1::,calponin::,IRE1α::,miR150::,Cdc25C::,Cdk1::,CLU::,CoxIV::,Dio2::,SEPT6::,uPAR::,VN::,Plg::,a2AP::,Cor1::,Yah1::,Imp1::,ter1::,Ape1::,EGOT::,TKS5::,α-smooth muscle actin::,CD127::,Foxo3::,miR-122::,Ago2::,HuR::,Rab1a::,Sec63::,Pgc1::,Pou2af1::,BTLA::,Bob1::,USP19::,Ub::,IFN-β::,CPAP::,Aurora A::,Ofd1::,ERp57::,FUS::,M3R::,GSDMD::,TOM70::,Sas-6::,cycb1;1::,CYCB1;2::,ku70::,SOX9::,FBW7::,SNAI2::,SLUG::,Sox9::,ATP7A::,U12::,ACO2::,VPS4B::,ERBB4::,FGF1::,dCYLD::,LUBEL::,miR-34c::,miR-34b::,Satb2::,HEH1::,snf7::,Heh2::,Sna3::,MAPKKK5::,PBL27::,DNGR-1::,ins::,JAG1::,CD133::,caspase-3::,PKCδ::,AKT::,MET::,Chk2::,Aurora Kinase A::,Hcfc2::,Cxcr4::,POLD4::,PolD3::,Mavs::,Cep152::,DP1::,Ngn1::,Gpr124::,MALT1::,CARD14::,A20::,SYCP3::,REC8::,UBQLN4::,CD34::,thrombopoietin::,Sept7::,Sec61b::,Sept2::,Sirt5::,IDH1::,HUWE1::,Chs5::,GASZ::,GATA-1::,Bach1::,amylase::,Trpml1::,Krt19::,KV10.1::,fft2::,miR-10b::,OCT4/3::,PIK3CA::,Gli2a::,CaMKIIα::,Gli1::,PIPKIγi5::,Scl::,Mpc2::,CD19::,CD23::,CD21::,Shp2::,miR-142::,mir142::,DESMIN::,Ret::,Sst::,GPX1::,Hsc70::,CPT1b::,ob::,miR-21::,CXCL1::,VGLUT1::,STING::,CYLD::,c-Jun::,Dsl3p::,FN1::,RAD21::,Aβ::,PR::,Cytochrome c::,cytochrome c::,Hrr25::,ZEB1::,MITF::,TLR4::,Sox2::,NCAM::,PGC-1α::,VHL::,AMPKα::,HOIP::,p65::,Oct4::,rbd2::,ANG-1::,ANG-2::,Twist::,Mef2::,GAL4::,Brca1::,Ulk1::,Gr1::,Myc::,Sig1R::,Mtmr2::,Nrg1::,RORγt::,FoxM1B::,Cyclin A2::,Ahr::,AhR::,IL-4::,caspase 3::,TP53::,Act::,PTx::,MOG::,G6PDH::,Mcm6::,RPL5::,MDM2::,TOMM20::,PEX13::,Cnm67::,Sec23::,VE-cadherin::,Sharpin::,Rad53::,p97::,Gal3::,syntaxin 6::,FBXO7::,NEX::,otoferlin::,PRL2::,Clpp::,28S::,Mdm12::,β6::,β5i::,LLO::,Staufen::,Apc::,Huwe1::,Ly6C::,ER::,SUMM2::,Oct6::,AFP::,C5b-9::,Dicer
Q63932|P47809|Q9WVS7|O09110|P70236|Q8CE90|P31938	MEK
6622	α-syn::,α-synuclein::,α-Synuclein
399480	Mapk3
29253	Maoa
5097	PCDH1
Q9QYB1	CLIC4
180708	apg12::,Tsg101::,TNFR1::,LC3::,Atg9::,FYCO1::,Nix::,DHPR::,HMGB1::,Vti1b::,COX-IV::,eis::,spaghetti‐squash::,NMHC‐IIA::,Red1::,inlK::,InlK::,MVP::,RAB‐5::,LC8::,Atg5::,Gli::,LRRK2::,epg-7::,SQST-1::,Ubqln4::,Ripk2::,thiolase::,LC3B::,SH3PX1::,C2::,Xbp1::,MEK::,Hsp78::,H3R::,Atg8::,Gr-1::,hrr25‐ts::,oxytocin::,Bak::,STIL::,Ctns::,GAPDH::,BACE1::,F4/80::,spac::,TFIIS::,CCA1::,TRAF6::,NAV3::,GOT::,miR‐290::,Terc::,Msi1::,hsp42::,Signr3::,CCR9::,CD138::,CP110::,MDH2::,Bax::,ISCU::,Smad6::,Coq9::,Atg32::,PRB1::,miR-511::,mclA::,tenascin C::,Prkrir::,VE-cadherin::,vinculin::,SCP3::,YAP::,CD107a::,MICA::,chk2::,CD11c::,CCM1::,NANOS2::,HDAC6::,PITRM1::,VMD2::,SUMO1::,GFAP::,INVS::,α11.2::,FBH1::,Smad2::,FGFR1::,miR-150::,Plg::,uPA::,Ape1::,U11::,SMPD2::,USP19::,cycb1;1::,cycb1;2::,CREST::,Dlg::,Aurora A::,Gpr124::,MALT1::,Nos2::,CHS6::,BCH1::,Aldh1l1::,p27::,TH::,DAPK1::,miR-586::,CD4::,Myc::,SERCA::,Vim::,CX3CR1::,Mcm2::,APP::,MOG::,pep4::,LLO::,cst-1::,Huwe1::,Rnf114
Q08754	Bud7::,BUD7::,bud7
P25322	Cyclin D1::,Ccnd1::,CCND1::,cyclin D1
4361	mre11::,Mre11::,MRE11
Q5XFW8	Sec13
Q61549	PPCA::,Aut7p::,Apg16p::,Apg10p::,F4/80::,Aβ::,LAMP‐2A::,Tsg101::,nicastrin::,LGG-1::,FIP200::,DAPK::,IL‐1β::,COPI::,Rab1a::,dRagA::,TIGAR::,LC3::,TRα1::,BCL‐2::,NAF‐1::,α1S::,laminin::,cortactin::,AMPK::,Fis1::,drpr::,cholera toxin::,DFCP1::,IL-6::,cyt c::,Sqa::,sav::,red1::,spo5::,Cdc2::,Map1lc3b::,Aim2::,IL-18::,HD::,eNOS::,inlK::,Beclin-1::,Dcr2::,M45::,unc‐57::,α‐MSH::,SCOC::,FEZ1::,LC3B::,LC8::,RagB::,LC3A::,RNase A::,SQST-1::,W07G4.5::,Ubqln4::,ced-9::,Ripk2::,PSA::,PAT4::,Atg32::,atg30::,mTOR::,gba::,PrP::,MelanA::,lamin B1::,Atg16L1::,CA II::,survivin::,Mfn2::,ATM::,AP2::,Beclin 1::,UVRAG::,Dyn2::,Atg38::,ATF3::,PlcA::,HBx::,ERK::,PI3K p110α::,TRAIL::,ULK1::,IFT20::,Raptor::,Hace1::,Keap1::,tau::,Aldh5a1::,transferrin::,Atg19::,PDH::,spns1::,WIPI2b::,TDP43::,GRL2::,Ams1::,TFEB::,SQST‐1::,lin‐15A::,NUC‐1::,CALM::,lap::,LAMP-2A::,Bax::,Rac1::,EMP1::,Ctns::,IKKβ::,FasL::,IBA-1::,KSHV‐TK::,Hox11::,p53::,Cdt1::,PA28αβ::,fkf1::,ERK1::,FXR::,polyubiquitin::,GC‐G::,NEDD4L::,USP21::,AMSH::,USP45::,THEMIS::,SHP1::,GAPDH::,Sec61α::,Mfa1::,NFATc2::,NOD2::,Phb2::,Igf1r::,NAV3::,STAMP2::,Dgcr8::,Myc::,LGR5::,Terc::,Wnt4::,PTB::,ATP8A1::,ATP8A2::,MLCK::,Sec31A::,NRBF2::,UBE4B::,SlpA::,Signr3::,dfmr1::,γ-H2AX::,CCR9::,WNT3A::,Ccno::,DEUP1::,MDH2::,GOT2::,Car::,Spitz::,Ncoa5::,Asm::,caspase-3::,ADAP::,Tie2::,SQSTM1::,p24::,ACTB::,Snail::,Olfm4::,Pparβ/δ::,MURF2::,titin::,IKKα::,CXCR2::,DDX3::,ypt1-1::,atg11::,Sec12::,RAP1::,p62::,Mrc1::,Kcnq1::,Pgk1::,DGA1::,pep4::,PCBP4::,CD86::,NPC2::,anakinra::,TEX11::,MLH1::,C7::,Asma::,VE-cadherin::,CUL3::,Elastase2a::,AID::,IgG2a::,KRIT1::,vascular endothelial cadherin::,PECAM1::,E6::,TGF-α::,YAP::,MICA::,IgG1::,Rab13::,LRRC8A::,Mapt::,LMX1A::,PTPRN2::,PLCβ1::,PEPR1::,DTR::,Mitofilin::,Ccm1::,Klf4::,abo1::,ral::,SLFN11::,DND1::,netrin-1::,Connexin 43::,CD4::,sialidase::,CTCF::,TBC1D14::,Nox4::,cMyc::,KIF1C::,NPY::,HDAC6::,Tom22::,p38γ::,CD45::,SOX10::,TAZ::,miR-10b::,Psd-95::,IL1R1::,VEGF-A::,Plk4::,Stat1::,Mdm2::,NAT10::,Tbr2::,HlgA::,McIdas::,chm::,snR81::,TLR2::,Stat3::,UQCRC2::,Pou5f1::,Ku70::,FIP3::,Lck::,TIM23::,Mcm6::,MCU::,Chk2::,Chk1::,eIF4A::,Fus::,ChAT::,CtBP2::,NB-3::,CHL1::,PEN-2::,53BP1::,Munc18-1::,4E-T::,p150::,CD31::,Dbi::,Ifnar1::,Cx3cr1::,β2AR::,SPOP::,C9ORF72::,WRNIP1::,STING::,TBK1::,ICP27::,αSMA::,VN::,Mdm10::,AAC::,Ape1::,ypt7::,Fst1::,HuR::,Pgc1::,are1::,CXCR5::,Pou2af1::,FAS::,USP19::,Aurora A::,Cap350::,Nde1::,mitofusin-2::,M3R::,FUS::,caspase-1::,cycb1;3::,cdkb1;1::,ErbB4::,NRG1::,Gal4::,miR-449a::,Chm7::,Nup170::,MAPKKK5::,PBL27::,bactin::,igfbp1a::,Mavs::,msn4::,Deup1::,Gpr124::,Ngn1::,c-Jun::,UBQLN4::,IL-2Rα::,Bch1::,Bch2::,GASZ::,acid phosphatase::,EpoR::,PTEN::,fft3::,SYCP3::,Gli1::,Gata6::,Scl::,ASC::,Shp2::,SiglecF::,OCT4::,CRKL::,DAPK1::,IL1B::,UbcH7::,CYLD::,TNF-α::,FATE1::,miR-132::,CD11b::,Hrr25::,MITF::,ZEB1::,Irak1::,OTULIN::,TNF::,ANG-2::,MRE11::,Oct4::,PPM1D::,Gr1::,Sig1R::,Mtmr2::,AhR::,CD25::,Act::,LYVE1::,Vinculin::,NLK::,PTx::,CCM1::,Exo1::,Coq9::,Tek::,S100a4::,CD34::,TH::,FBXO7::,chymotrypsin::,MCH::,CLPP::,LLO::,oskar::,troponin I::,Apc::,mkk2::,PD-L1::,RHOB::,Oct6::,p65::,APP::,Fatty acid synthase
P62286	ASPM
Q61169	Bad::,daf-2::,adipose differentiation-related protein::,drpr::,ERK::,Beclin‐1::,red1::,Atg1::,LC3::,Pex11::,Bim::,WIPI2::,SQST-1::,Ubqln4::,α-synuclein::,LC3B::,Atg2::,miR-16::,Beclin 1::,PDI::,Fbxo7::,rNDP52::,spns1::,GRI::,Ltbr::,Sox2::,Twi1p::,Atg8a::,ERGIC‐53::,Cacna1a::,IFN-γ::,Ccnd1::,ypt1-1::,MEK1::,arrestin::,DTA::,LXRα::,CUL3::,KLHL3::,Nsmce2::,MICA::,NKG2D::,Swi6::,LRRC8D::,VGAT::,GlyR-ß::,PECAM1::,RIG-I::,Ly6G::,NRAS::,NAT10::,LukF-PV::,Prp5::,NDUFB8::,FUNDC1::,PTPσ::,MALAT1::,Pgc1alpha::,SEPT6::,RNAP::,Mps3::,Fabp7::,BCL10::,ORP8::,CD144::,ASC::,miR-21::,PGC-1α::,ANG-1::,Gata6::,TH::,PS1
Q8C0J2	Atg16L1::,ATG16L::,Atg16L::,ATG16L1::,Atg16l1
Q61660	Foxj1::,FOXJ1::,FoxJ1
244667	Apg16p::,Alfy::,FYCO1::,DHR3::,yki::,ft::,inlK::,BCN1::,UNC‐57::,DEDD2::,Epg5::,LC3::,KNL‐1::,Beclin1::,ATG16L1::,Lysosomal acid phosphatase::,msh-6::,WGA::,CIP2A::,Pex14::,Muc2::,ERT2::,spns1::,CD28::,secretagogin::,scgn::,SAS-6::,cay1::,dlrrk::,IL-6::,PA28αβ::,Sec23::,MBD2::,Hsp42::,spr-5::,53BP1::,βH-spectrin::,KCNJ3::,PD-L1::,KvDMR1::,Shi::,SART1::,ASM::,LXRα::,Nkx-2.5::,Cdh1::,Sema3C::,PHD1::,E6::,T3::,collagen VI::,AMOTL2::,PUMILIO1::,Eomes::,Wnt3a::,ABCB8::,NAT10::,Mdm2::,TRPV2::,chm::,pus1::,ERG::,Yap1::,Rnaseh2b::,SP100::,PTPσ::,G45b::,FLCN::,uPAR::,Ape1::,Rab1a::,mitofusin-2::,ku70::,RAB11::,E2F1::,MALT1::,Sept2::,SIRT5::,HUWE1::,chs5::,Trpml1::,Scl::,Shp2::,BNIP3::,FBW7::,Mtmr2::,BACE1::,CD31::,Disc1::,DISC1::,Coq9::,α6::,syntaxin 6::,PS1::,APP
779515	Jnk3
12010	B2m
O62621	β'COP
P60484	Pten::,PTEN
12363|12363	CASP11
317468	TLR 7
H2R586	CD74
826616	HSP22.0
P04488	SYN
D3Z902	FBW7
P06709	BirA
Q06890	CLU
6400	SEL1L
A0A286PZW9	CD23::,CD21
Q8R5I7	Myocardin::,Myocd
P34822	Dsl3p::,dsl1::,DSL1::,Dsl1
P40381	Swi6::,swi6
P49764	PlGF
P03348	Atg8::,Bax::,VCP::,NAF‐1::,dS6K::,DHR3::,Mtb antigen::,Sqh::,LC3::,Hpo::,mcp5::,PELP1::,ARL8B::,MVP::,Beclin‐1::,TAK1::,galectin 8::,p24::,Bak::,Htt::,MCUR1::,LETM1::,Epg5::,LRRK2::,epg-6::,casp-1::,PAT4::,SH3PX1::,Mfn2::,AGO2::,Atg16L1::,mlh-1::,Fbxo7::,TOM20::,tau::,Cx43::,invG::,prk5::,RBM14::,SAS-6::,SEC13::,IRS-1::,Dusp5::,FXR::,Nanog::,CD69::,Phb2::,Tom20::,EGF::,Rubicon::,β-spectrin::,LXRα::,ADAP::,PD-1::,synaptophysin::,TNF::,Ly6G::,Coq6::,Coq9::,XRCC4::,HI0628::,Rcan1::,PHD1::,KRIT1::,AREG::,Siglec‐14::,NCL::,Complexin II::,PTPRN2::,PEPR1::,CD11c::,Ccm1::,CCM1::,SLFN11::,DCP1a::,GS::,DCLK1::,KIF21::,Dyn1::,HKII::,VEGF-A::,pus1::,UQCRC2::,Rac1::,CHL1::,GADD45β::,ER::,FLCN::,β2AR::,STING::,plasmin::,Col1a1::,IL-12::,Pou2af1::,IFNB::,CPAP::,pqm-1::,FUS::,FBW7α::,SOX9::,UbcD1::,LUBEL::,miR-449a::,pom152::,Aβ::,CD31::,Gpr124::,Sept2::,MVH::,R-spondin 1::,Mpc1::,cylE::,IL-1β::,Shp2::,c-Jun::,miR-132::,F4/80::,PGC-1α::,ANG-2::,VSV-G::,Gadd45a::,Ahr::,caspase 3::,Foxn1::,α6::,hrcC::,Oct6::,Dcp1a
P23871	VISA
4286	proaminopeptidase I::,Bcl‐XL::,TLN::,debcl::,nanos::,fkh::,ZIPK::,Yki::,ASC::,NALP3::,MVP::,NLRP3::,IκBα::,Hla::,MITF::,epg-8::,SQST-1::,GFAP::,Atg32::,gba::,LC3B::,Beclin1::,Mfn2::,MIC1::,rpl25::,Cx43::,Atg11::,Ape1::,Complex V β::,atg‐7::,xbp‐1::,c‐fos::,centrin::,Aβ::,IFN-γ::,pif4::,HSF1::,SHP1::,NY‐ESO‐1::,NOD2::,EGF::,Pkm2::,LGR5::,Wnt4::,VHL::,SIGNR1::,CCR9::,CD20::,Ccno::,Krn::,DER::,miR-210::,TP53INP1::,TH::,Smad6::,ypt1-1::,Snc1::,Kcnq1::,BRAF::,F4/80::,IL-1β::,APC::,KLHL3::,NSMCE2::,PROX1::,ade6::,AMOTL2::,DCC::,Tie2::,TRAPPC8::,PEX::,HDAC6::,Bax::,Lyzs::,STAT2::,TRPV2::,GemC1::,KLF5::,FOXA1::,IFT80::,53BP1::,Mdy2::,GADD45β::,β2AR::,α11.2::,GluA1::,Cdc25C::,PAI-1::,a2AP::,mdm10::,7SL::,U11::,CD25::,HuR::,Rab1a::,CXCR5::,USP19::,igfbp1a::,F9::,nat4::,Ngn1::,HIF-1α::,Prom1::,UBQLN4::,IDH2::,KV10.1::,miR-10b::,EAAC1::,atg2::,B220::,cGAS::,UbcH7::,TTP::,TGFB1::,IL-18::,PPM1D::,Bcl2::,Sig1R::,CD11b::,YAP::,IL-1R1::,CCM1::,Coq9::,CD24::,pep4::,syntaxin 6::,β5::,CD4
P52209	6PGD
64083	GOLPH3
Q90271	RARγ
886376	frdA
P97496	BAF155
P43119	Ptgir
387227|723964	miR-30c
445380	cd41::,CD41
W8DUE3	TssM-TssL
G5EDE9	iASPP
9841124	Snf21
Q8TB72	PUMILIO2
25143	APEX2
Q9VCH5	VSV-M
Q15233	Rnf43
5717250|Q5DM57	IFT172
P51697	S6R
Q97LM4	maltose binding protein
O14114	abo1::,Abo1
20977	SYN
P31096	OPN
P51907	EAAC1
Q9XYH7	MIC6
Q9FMZ0	BKI1
P47973	TTP
Q9IAK8	Tbx5
12421	FIP200
14247	Fli1::,fli.1
18023	Nfe2l1::,NFE2L1
423208	dll4
Q9H492	LC3A
A5DUS7	Snf21
P05112	CD23::,IL-4
P13798	15S
107338	Gbf1
6135	apg12::,SipC::,SipB::,UBQLN1::,Bnip3::,Atro::,ura4::,Ptch2::,TFEB::,PAX6::,LC3::,ATG5::,TDP43::,GL1::,atg19::,CTSD::,CtIP::,NKX2.5::,LAMP1::,ALDH1A1::,TNF::,Aβ42::,MICA::,Rab13::,MEKK3::,Swi6::,SLFN11::,Tcf7l1::,OTUB1::,chm::,LIF::,RNAseHI::,Hsl::,NSUN3::,gcg::,PCNA::,DNA-PK::,Hsc70::,RNF123::,Caspase 3::,Dia1::,RPL11::,p97::,TH
5726474	pik1
A4IF97	MRLC2
Q9Y263	PLAA
116676	ALDH1A2
