J7HCD4	hCD4
3639547	BPH1
P11210	IE1
31106	K14
3691	HPV8
12543057	mate
3964	ATG9A::,galectin 8::,galectin-8::,ach1::,AGO6::,GRI::,miR-27a::,TfnR::,UBE4B::,TNFα::,VEGF-A::,VPS39::,Sec63::,Ccdc78::,EpoR::,fft3::,Gal-8
P97677	Dll1
Q9C4Z7	R131
Q90Z16	OPTN
841576	Y14
Q8I009	Birc5
P0A1R0	Hfq
Q12191	Grh1::,grh1
13626	Eed
A0A0K2SUZ0	pcDNA5
839145	ATG4C::,sseL::,TLR8::,W07G4.5::,Atg18::,STAMP1::,CEACAM-6::,LXRα::,Swi6::,AMOTL2::,TRIM33::,FLCN::,FN1::,SOG1::,TH
Q1H9T6	mTFP1
39429	CITK::,dck
A0A0G2JW59	Flt3
100507043	lincRNA
830095	BKI1
P05533	Sca1::,SCA1::,Sca-1
P05787	cytokeratin 5::,cytokeratin
P35193	PPCA::,SENP2::,FYCO1::,GATE‐16::,drpr::,TGN46::,sav::,UNC‐11::,SNX18::,Miro1::,S6K1::,Atg19::,atg19::,TDP43::,L2A::,Smac::,dlrrk::,Noc::,IL-33::,Phb2::,Kst::,Centrin::,MuSK::,MuRF1::,ARE2::,Mef2A::,Transferrin::,4EBP1::,p38γ::,Fbxl17::,Munc18-1::,TGFR1::,miR-122::,Bos1::,ABH1::,IL-2Rα::,EpoR::,fft3::,Aldh1l1::,EGF::,Gadd45a::,CCM1::,CASP3::,AGO2
A0A075B6A0	IGHM
540373	porcupine
827774	CLE45::,bam3::,BAM3
11143	drpr::,miR-212::,SEPA‐1::,Yki::,CCR9::,HBO1::,β2AR::,doa10::,JAM-A::,I-SceI::,YAP
295929	Mybpc3
G5EKG4	red1::,MIC3::,Sec23A::,DTA::,diphtheria toxin::,PTPRN2::,miR-10b::,PSD95::,HUWE1::,Diphtheria toxin::,γ-tubulin
233406	PRC1
P16546	spectrin αII
1186387	corr
3608	ILF2::,Ilf2
Q9UBZ4	APEX2
7384	UQCRC1
30037440	MIC19
32797	FRQ
Q9CXW4	RPL11
548722	H2A.X
P39890	WMH
33386	IκBα::,GlyPi::,GlyP::,GRI::,Fas::,COL7A1::,NCOA5::,AID::,db::,RAB2A::,RNF168
P31751|P31749|Q9Y243	Akt::,let-363::,TRAIL::,ATG10::,AKT::,WAC::,PH::,p65::,NRPE1::,H19::,NAT10::,Shp2::,Mdm12
29979	Lamp2::,UBQLN1::,TIGAR::,rrp6::,prb1::,Ubqln1::,ATF-2::,Insr::,Asm::,p48::,gephyrin::,chm::,ICAT::,Mdy2::,Apoe::,SOX9::,A20::,HUWE1::,fft3::,YAP1::,Ahr
Q70EL2|85015	p38IP::,RyR1::,Beclin‐1::,TAB2::,lamin A/C::,pep‐2::,PR-SET7::,USP45::,SHP1::,SQSTM1::,CD34::,DDX3::,Cdh1::,SMAD1::,cMyc::,Stat3::,mdi::,SEPT7::,MT1-MMP::,IFNγ::,NTR::,CARD14
P02468	Laminin γ−1::,laminin 411::,laminin 111::,laminin 511
Q80YX1	tenascin C::,Tenascin-C::,tenascin-C
Q5TJ59	Tlr3::,TLR3
A0A0Q9MF20	MF20
17879964	chr7
13076	Cyp1a1
P01572	IFN-α
Q3V1M1	Igsf10::,IGSF10
O35664	IFNλ2
B1AK53	ESPIN1
Q9H9S3|P61619	Sec61α
O55237	CD27
572	Bad::,ft::,BAD::,TMEM59::,rpb1::,LukS-PV
Q64455	Scc1
Q03227	COXIII
P81999	Dnajb11
P31547	TuJ
108965477	β'COP
211651	Hba-x
O60216	RAD21::,Scc1
26217626	NS5
Q8E372	GBS β::,GBS
25647	IL-7
83730	IL-1β::,VAMP8::,Spo20::,ELF3::,ErbB4::,Mtmr2
Q852Q1	osk
32287285	BirA
36288355	EFG1
395942	pax7::,PAX7
40189	Tom20::,deg‐3::,TOM20::,Cx3cr1::,GOT2::,LacI::,Connexin 43::,miR-122::,Id1
P21275	BMP‐4::,Bmp4
P35580	Myosin 10
P63045	synaptobrevin 2::,Syb2
P37236	FRQ
Q924X2	CPT1B::,CPT1b
Q00266	MATa
16890	Hsl::,HSL
Q8RYD9	transparent
Q9WTQ5	TRA98
Q9ZHS1	CtrA
23821	BACE1::,Bace1
437013	eEF2K::,EEF2K
Q9H4B7	tubulin::,Tubulin::,TUBULIN
Q9EQR2	ADAS
P07355	ANXA2
P19496	FRH
3009	H1.5
280993	ALPI
20243	Scc1
2885	Sqa::,Casp7::,Aldh5a1::,GRB2::,ABL::,Ccno::,C7::,VE-CADHERIN::,Lyzs::,uPA::,VEGF-A
P0C960	mltE::,MltE
362440	NDUFA9
156110	Bim::,LAMP-1::,nestin::,Phb2::,Centrin::,Nef::,Coq9::,p48::,Rabin8::,PLCB1::,CB1R::,SEPT6::,Sec63::,pericentrin::,Eng::,Scl::,STAT2
P16056	MET::,Met
81883	NKX2-1
101907571	Zscan4
101910198|378972|560549|100149794	AKT
P54252	Ataxin‐3
5702556	frag
A0A140L1R1	L-1R1::,L-1R1-
817121	CLE45::,SKM1::,skm1
90550	npc1::,tyrobp::,VDR::,TLN::,debcl::,Bcl‐XL::,Jumpy::,BCL‐2::,DHR3::,drpr::,hpo::,LAS1L::,dBI‐1::,BCN1::,Hla::,α-hemolysin::,GAL1::,Ret::,MCU::,MITF::,EPG-7::,unc-51::,gba::,CerS1::,SNX18::,Atg18::,RINT-1::,GlyPi::,msh-6::,HACE1::,Dcp-1::,urh1::,bovine serum albumin::,Cup1::,bec‐1::,Phsp‐60::,SEPA‐1::,RISP::,ULK1::,ERdj3::,Bak::,Clb2::,RBM14::,IRS-1::,PA28β::,AGBE::,PIASy::,p65::,HSF1::,THEMIS::,Yip1A::,Insr::,Phb2::,TAS1a::,LDHA::,PTB::,ATP8A1::,EHD1::,dfmr1::,ABL::,Shi::,SKAP55::,PD-1::,CD34::,Snc1::,Hmg1::,Tsc22d1::,YAP::,AREG::,TNFα::,NCL::,Pep2::,PROPEP3::,BMP6::,rgl::,Atg6::,SLFN11::,ApoE::,PUMILIO2::,NANOS3::,PUMILIO1::,FRB::,GCN2::,OTUB1::,IFNγ::,HlgC::,Trpv4::,NFKBIZ::,TPO::,IFT52::,CXCL5::,Yap1::,Tead4::,Mcm4::,mdi::,Fus::,INVS::,h3.3::,G45b::,FNIP2::,β2AR::,SPOP::,WRNIP1::,ICP27::,FRS2::,MT1-MMP::,p120::,Pou2af1::,ERp57::,FBW7α::,Chm7::,ins::,junD::,ATM::,Dis3l::,Wbp5::,Alas2::,EpoR::,atg2::,Scl::,Gata1::,SMAD7::,CXCR2::,cGAS::,BRCA1::,Mfn2::,PDK1::,miR-132::,EGF::,FOXA1::,ZEB1::,mdx::,ANG-2::,IBA-1::,BACE1::,CD4::,CoQ10::,FBXO7::,Clpp::,Mdm12::,AGO2
P40094	GRd
5310	PC1
Q9Y6A1	miR-1a
51378	ANGPT4
O94979	Sec31::,Sec31A
397116	UCP3
O00571	SCOC::,Ape1::,Bim::,Hace1::,NUC‐1::,Ctns::,IRS-1::,Ubi::,IL-33::,FXR::,RXRα::,Atp8a2::,DARS::,DDX3::,Rab13::,Flk1::,CaMKII::,IgG3::,Rab34::,U11::,PKCB::,alanine aminotransferase::,SYCP1::,SRP54::,Ret::,Mfn2::,Bmp4::,BACE1::,caspase 3::,TBK1or
Q04656	Nix::,BCN1::,C17E4.2::,ERGIC‐53::,βH-spectrin::,CASP1::,Stat1::,uPA::,ATP7A::,ASC::,CD11b::,iNos::,ICAM-1
Q05655	API::,COX I::,cortactin::,Atg16L1::,Hpo::,RagD::,PSA::,dcr‐1::,PKCδ::,HBsAg::,IFT20::,AGO6::,PR-SET7::,miRNA‐34a::,HSF1::,Dfmrp::,cKIT::,DER::,CYP27B1::,Pdk4::,α-actinin::,Elastase2a::,Ang-2::,KLF4::,ERK5::,YAP::,APX2::,B220::,KRAS::,CASP1::,chm::,MARK4::,CCL5::,Munc18-1::,VCAM-1::,Atg19::,SIRT5::,fft2::,VEGF-A::,Coq9::,pho8::,Mdm12::,VGlut1
Q60989	XIAP::,Xiap::,MEKK2
P11279|3916	lamp1::,Lamp1::,LAMP1
3959661	wa3
H2QC23	Dlg4
Q8MSQ4	mekk1
P24666	Tailor::,tailor
Q59X67	EFG1
Q9JKU8	LMX1a
100768427	Bcl11b
Q9VIQ8	BECN1::,TAB2::,M45::,Cox4::,GC‐G::,Phb2::,2d2::,pus1::,COX4::,cox4::,Rad23::,Rab34::,WRNIP1::,AP2A1::,Gata6::,APPβ::,COIV
P0CG48|P62987|P62979|P0CG47	ubiquitin::,Ub::,Ubiquitin::,IL-6::,SCOC::,epg‐6::,UB::,IBA-1::,MS2::,Rex1
373519	Gp96
228033	MCK::,RBM14::,COI12::,survivin::,GAL4::,ABH1::,Atp5g3::,Gadd45a
948857	Glc
84938	ATG4C::,DFCP-1::,HBL‐1::,ERK2::,Yip1A::,PEG1::,Ccnd1::,CCL6::,nat4::,HUWE1
P39655	S6R
G5EC37	Bcl‐2::,InlK::,SEPA‐1::,gba::,WASH::,H3R::,ach1::,Phsp‐60::,ERdj3::,GRI::,NOD2::,AGO4::,CENP-F::,CD22::,FOXA1::,uPAR::,cat-1::,BECN1::,PALB2::,PPARγ
Q9NRR5	TUB1::,DHR3::,Atro::,sav::,atg36::,Tom1::,atg-3::,Ubqln4::,ATG38::,PGL-1::,rpl‐43::,Ctns::,Orc2::,Twi1p::,GC‐G::,Msi1::,CTxB::,UBE4B::,COUP-TFI::,Ang1::,CD24::,Snc1::,MyD88::,TNF::,IL-1β::,LXRα::,gephyrin::,CD31::,BMP6::,APX2::,p38γ::,pus1::,ELF3::,sororin::,MCP::,NB-3::,GADD45B::,WRNIP1::,BRAF::,FUS::,Ofd1::,NSUN3::,ABH1::,bactin::,Atp5g3::,CARD14::,MALT1::,SYCP3::,REC8::,UBQLN4::,CCNB2::,VEGF-A::,TAZ::,Dyn1::,HUWE1
Q13326	Sgcg::,sarcoglycan gamma
21807	LIR::,CPAP::,GC‐G::,Mbd2::,β-spectrin::,ATG9B::,Tsc22d1::,TSC22D1::,Siglec‐14::,MT-CO1::,NB-3::,p150::,CAT-1::,fob1::,CD11b::,FRB::,Nrg1::,Ahr::,GM-CSF
5916	parγ)::,RARγ
A0A120I671	ROM4
P34722	TPA
O49545	bam3::,BAM3
Q9HCJ0	TNRC6C
83785	Vegfa::,VEGFA
15901	Vps24::,mmi1::,SUMO1::,POMC::,Pex10::,Atg19::,NCOA4::,atg‐2::,TNF::,H-2Db::,ID1::,Id1::,ZO-1::,Coi12p::,PCDH7::,FXR::,Matrin3::,SlpA::,Ccno::,Shi::,NPC2::,MICA::,KLF4::,rgl::,PDHE1::,PCM1::,Rnaseh2b::,a2AP::,ter1::,PKCB2::,FBW7::,casp-3::,PTPIP51::,CCNA::,EGF::,Hrr25::,ZEB1::,CYLD::,Ahr::,CD19::,CCR2::,DIAP1::,IL-1R1::,Hcp::,IFIT1::,Mdm12
Q9EQ21	hepcidin::,Hepcidin
Q9UBC3	Dnmt3
M9PGB7	Pcx
12647	ChAT
559174	Prdm16
140557	PCM1::,Fam193b::,NRG1::,Smc1β::,NLRP3::,net1::,LLO
3916	lamp1::,Lamp1::,LAMP1
23587	Elp5
18519	KAT2B
P15331	Peripherin
Q69ZK0	Auts2
831979	Fpn::,ASC::,Snc1::,Siglec‐14::,UnaG::,CD4::,IFT57::,PBL27::,TRAF6::,Twist
P61012	Pln::,phospholamban
84823	Lamin B2
445471	cdh5
7337	Ube3a
403126	Tlr3::,TLR3
22339	PtdIns 3‐kinase::,aut2Δ::,Apg16p::,Apg5p::,APG12::,Aβ::,Bad::,bec-1::,rab-10::,daf-2::,ref(2)P::,GM130::,dRagC::,Jumpy::,drpr::,Hmgb1::,Rb::,SNAP23::,ZIPK::,MRLC::,Hpo::,Mei4::,ASC::,InlK::,TAK1::,M45::,WAC::,Bim::,LC8::,Epg5::,epg-7::,Ripk2::,p20::,Atg32::,dcr‐1::,SNX18::,XIAP::,Aurora B::,ATG9L1::,C2::,GlyP::,PlcB::,HBsAg::,Defa6::,DAPK1::,PSD-95::,H1R::,ACS2::,beclin-1::,Keap1::,Dcp-1::,spns1::,GL1::,GRI::,Bak::,prp1‐1::,Ctns::,CD18::,Twi1p::,Dusp5::,PCDH7::,UBE2V1::,Mms2::,Sec24D::,NFATc2::,Phb2::,TAS3a::,Dgcr8::,Tfn::,Htb1::,NQO1::,spr-5::,α-Spectrin::,crb::,FMR1::,Ccno::,Shi::,granzyme B::,ALDH1A::,ATG9B::,Nef::,Aβ40::,UBC::,DEC::,Rv1926::,tenascin-C::,Catnb::,N8::,VEGF::,KRIT1::,Vegfd::,chk2::,tyrosine hydroxylase::,KLF4::,ERK5::,SLFN11::,RAB11A::,caspase-12::,Tcf7l1::,FoxA2::,CSF2::,Timp1::,YAP::,VEGF-A::,CASP11::,IRF9::,LukE::,Trpv4::,ATPCL::,snr81::,pus1::,KLF5::,DKK1::,USP5::,Esrrb::,MARK4::,Rnaseh2b::,NB-3::,h3.3::,AGO1::,FNIP2::,RILP::,golgin-97::,SMCR8::,RCC1::,ICP27::,FRS2::,SEPT7::,Ape1::,Fstl1::,IL-2::,CD25::,Foxp3::,ICOS::,IL-21R::,USP19::,Pax6::,cycb1;2::,pom152::,PBL27::,MAPKKK5::,BMI1::,Lrsam1::,MALT1::,ORP5::,EpoR::,pericentrin::,fft2::,Scl::,CXCL10::,c-Myc::,α-COP::,Dsl3p::,Caspase 3::,VIM::,IL-6::,MITF::,PGC-1α::,GAL4::,Nrg1::,Vegf-a::,EEA1::,PEX13::,Coq9::,troponin T::,FBXO7::,β5::,NMHCIIA::,Vegfa::,aurora B::,Apc::,VEGFA
115004	β′-COP::,PrP::,PRMT5::,Foxn1::,ypt1::,cGAS::,cGas::,calponin::,caspase-1::,Gpr124::,Stag3::,PIPKIγi5::,CD4::,Act::,Tek::,AGO2
851445	atg20
Q63270|Q9ER34	ft::,Ripk2::,atrogin-1::,β‐catenin::,Dmef2::,IL-33::,NOD2::,S6RP::,aconitase::,Sema3A::,Snap25::,Yap1::,Rnaseh2b::,Nrxn1::,prb1
Q62356	TIGAR::,fkh::,HMGB1::,pho13::,SQST-1::,epg-1::,Bloc1s2::,Ambra1::,H-2Db::,GRP94::,Ctns::,IRS-1::,noc::,GI::,Dusp5::,Igf1r::,Sec31A::,DC‐SIGN::,ERRα::,Coq9::,Sec61::,E6::,FXR2::,2d2::,Id1::,KIF1C::,ALT::,NLRP3::,chm::,SirT7::,ω-conotoxin GVIA::,Fstl1::,PKCB2::,Snap29::,igfbp1a::,ß3-tubulin::,Smc1β::,Chs5::,Scl::,Myb::,PPARβ/δ::,miR-21::,Aβ::,PS1::,IP3R3::,ACSL3::,CD45
Q9SMZ4	SDH
2736	Gli2
P31749|P31751	Akt::,AKT
Q8R5M4	OPTN
P22227	Rex1
Q92629	sarcoglycan gamma
94092	TRIM16
P63280	emerin::,SUMO‐3::,Jumpy::,RagD::,FEZ1::,LGG-1::,rheb-1::,casp-1::,gba::,Beclin1::,ATG16L1::,atm-1::,MIC3::,IFT20::,hrr25‐ts::,AVP::,CPAP::,SAS-6::,noc::,AMPKα1::,IL‐7::,STAMP2::,ago4::,Ldha::,Sec12::,K-Ras::,TNF::,MEK1::,Ctgf::,Dnmt2::,RBX1::,KRIT1::,hrcC::,Lyzs::,ABCB8::,CYM1::,FBXO5::,miR-515-5p::,Ubc9::,Larp::,Fus::,Munc18-1::,ER::,β2AR::,SPOP::,CLU::,uPA::,ter1::,EGOT::,USP19::,FBW7α::,SYCP3::,HUWE1::,Epo::,CD44::,Gli2::,mdx::,CD86::,Mtmr2::,Nrg1::,CCR2::,Net1::,p97::,GSK3β::,LLO::,Il13
281153	FATE1
3643783	Mtw1
840078	brx
10322964	iglec‐5
P26367	Pax6::,PAX6::,Pax-6
O88445	EG2
5518	PPP2R1A
A0A0E2HZ74	A subunit
P26569	H1.2
Q9Z2P5	RIPK3
F2YI09	nsP3
Q9UMX0	UBQLN1::,npr2::,Ubqln1::,PERK::,ATG16L1::,Id1::,Ex::,ypt1-1::,ubiquilin1::,Siglec‐5::,FOSL2::,F4/80::,OTUB1::,Stat2::,uPA::,Aβ::,p27::,EGF::,TOMM20::,Gadd45a::,CD206::,MHC
99982	KDM1
O75175	CNOT3
P62837	UbcH5::,Ubc4
Q9Y653	subunit G::,GαCT
E9Q4Z2	IFN-γ::,ACC::,XIAP::,MIC1::,Signr3::,Scl::,VEGF-A::,Rag1::,Caspase3::,α6::,GM-CSF::,CD68
P0A8T7	EcoRI::,T7 RNAP
P61088	UBE2N::,CD22::,Smad3::,gcg::,LLO
O75880	SCO1
100136831	CPT1
79253	Avil
Q9JIS1	RIM
P14753	Tub1p::,npc1::,p55::,DHR3::,hpo::,Cdc2::,Red1::,α-hemolysin::,Tom1::,MCU::,NS5A::,Atg18::,LC3‐II::,PDH E2/E3::,VPS35::,ATG9A::,spns1::,REST::,AGO6::,Ctns::,Aβ::,COI12::,DC-SIGN::,Raver1::,Cacna1a::,NRBF2::,Ccnd1::,Coq7::,pep4::,γ-H2AX::,mclA::,C7::,NRP1::,CHCHD10::,CCM1::,fkh::,SLFN11::,CD22::,p38γ::,LukE::,Trpv2::,KLF5::,IL2::,FACL4::,Notch1::,ERK2::,Munc18::,munc18-1::,Smcr8::,doa10::,lro1::,FBW7β::,MAPKKK5::,PBL27::,junD::,Sec7::,EpoR::,DAPK1::,EEA1::,YAP::,Coq9::,STAT2::,GM-CSF
831793	PRR7
5592	miR-517a
Q08001	LAM
P51149	Rab7::,rab7::,RAB7
Q92262	Pex3::,pex3::,PEX3
Q8WYN0	Atg4A::,ATG4A
Q91Y86|Q9WTU6	JNK::,JNK1/2
25353	Spp1
E0CZ16	GAL1::,Cdc20::,TRAF6::,KLHL3::,Tie2::,NAT10::,NAT1::,Rab1a
Q9Y286	Siglec‐7::,Sig7::,p75
Q9DCM0	ETHE1
Q61221	HIF-1α::,M45::,Ape1::,Pecam-1::,HIF-1::,LukD::,miR-7a-1::,Sept2::,HIF1α::,α6
Q3HP31	miR-17
P25446	FAS::,Fas::,CD95
15398650	Bti2a
12875	cpdm
O35608	Ang-2::,ANG-2
Q8K3G5	SIGLEC11
2542080	mei2
Q9AR19	Gcn5::,gcn5
Q9C0C7	sqstm1::,ATG10::,red1::,AMBRA1::,FEZ1::,Ambra1::,Pex14::,Atp6v1h::,Cx3cr1::,Gnd1::,crumbs::,TH::,pob3::,DND1::,TLR6::,miR-122::,Tbk1::,IFN-γ::,CXCL5::,Ambra::,AP::,Ulk1
107980445	StyI
P51907	EAAC1
Q3TEF1	Gclc
844081	ANAC032::,anac032::,NIMIN1
30034741	Grh1::,grh1
32287859	cut3::,Cut3
O14640|O14641|Q92997	Dvl
Q5HYJ1	Tecrl::,TECRL
Q9Z132	daf-2::,TRAIL::,Cg::,FYCO1::,mcp5+::,IL‐1β::,ALP::,Atg16L1::,Epg5::,ATG-7::,TCF4::,VPS35::,spns1::,RDR6::,GRI::,CPAP::,KSHV‐TK::,LTβR::,GIW1::,CD11b::,Rrm3::,Nanog::,Rag2::,Yip1A::,DC-SIGN::,Phb2::,LRP6::,spr-5::,dfmr1::,AChRα::,CXCR2::,MEK1::,R-spo1::,p48::,PAI1::,Swi6::,Rpp30::,RSpondin1::,JUNB::,PAQR3::,VEGF-A::,atpcl::,Prp5::,Yap1::,NB-3::,IGCL::,Ubp6::,SPOP::,ICP27::,Ugo1::,Vma12::,Beclin-1::,sur-5::,GSK-3β::,cycb1;2::,DIS3L2::,Prom1::,UBQLN4::,ORP5::,TP53::,GASZ::,EpoR::,R-spondin 1::,Syk::,USP9X::,KRT23::,TAK1::,TOMM20::,p97::,β5::,Lgr5
Q3UHJ0	cst-1::,CST-1
Q9ZVD5	sav::,AGO4::,BACE1::,ago4::,Sema3A::,Gbe::,transferrin::,Fbxl17::,Phosphogluconate Dehydrogenase::,Scl::,I-SceI::,β6
112608951	TRIM16
P23871	VISA
116082	TC21
Q9M2Y8	Eto2
O45797	LATS
A0A221T6E9	TssJ
P11655	Sec12::,Rer1p
Q96FF9	Tom1::,LGG-3::,lamin A/C::,PI(3)KC3::,MIC1::,VPS35::,ULK1::,oxytocin::,PI5P4K2C::,Dusp5::,MVH::,lro1::,C7::,Catnb::,Dnmt2::,YAP::,RPA2::,FoxA2::,Pgc1α::,Prp5::,sororin::,Sororin::,cox4::,CREST::,igf2a::,VIM
O81270	Clo
P35564	calnexin::,Calnexin
F4K0C4	club
1277	collagen 1a1::,collagen 1A1
56332	AMOTL2
P43277	H1.3
P49771	Flt3
835985	cyclophilin
852503	FYCO1::,ATPsyn-α::,IL-6::,THEMIS::,α-spectrin::,ldh1::,FRB::,Lyzs
Q1L685	RARγ
240672	Apg10p::,RAR::,β‐galactosidase::,GATE‐16::,eat-2::,Jumpy::,MuRF‐1::,BI‐1::,CD45::,MCUR1::,TMEM59::,α-syn::,Ubqln4::,caspase-1::,Atg32::,miR-212::,survivin::,ULK1::,MiroS::,Fbxo7::,Galectin‐8::,CLIC4::,ach1::,Mfn::,GL1::,Ctns::,PR-SET7::,Ltbr::,miR‐200c::,NTR1::,Twi1p::,Dusp5::,DUSP5::,HSF1::,NOD2::,Phb2::,MBD2::,UBE4B::,Cut::,TRA‐1‐81::,Ccno::,TNF::,Pellino-1::,Pgk1::,pep4::,Tgfbr2::,LXRα::,Pai1::,YAP::,swi6::,fkh::,HSP22.0::,Oas1::,Irf7::,CD19::,Sox17::,IL3::,Lyzs::,p38γ::,LukD::,E2F8::,Pparγ::,Prp5::,SDHA::,CCL5::,MCU::,SUMO1::,Fus::,Munc18::,caspase 3::,FABP1::,β2AR::,CTGF::,SEPT6::,plasmin::,PAI-1::,Plg::,ERK1::,Pou2af1::,ERp57::,FUS::,NSUN3::,cycb1;1::,ErbB4::,Chm7::,MAPKKK5::,DNGR-1::,bactin::,MET::,IL-2Rα::,UBQLN4::,Chs6::,fft2::,Fft3::,Prox1a::,IL-12::,Dio2::,STING::,FBW7::,Nanog::,HBsAg::,Slc7a11::,Atoh1::,ANG-2::,VEGF-A::,FRB::,Vim::,F4/80::,Ahr::,IL-1R1::,Gata6::,PEX13::,TOMM20::,Cdc14::,cdc14::,Hcp::,Tek::,p97::,CD34::,CCR2::,RPA2::,HDAC6::,Centrin2::,LLO
64839	dRagC::,Jumpy::,Hpo::,ura4::,SPBPB2B2.03c::,ULK1::,TH::,XIAP::,Atg2::,Uba1::,catalase::,MTMR3::,GlyS::,PlcA::,TNF::,DAPK1::,titin::,NUC‐1::,VAMP2::,L2A::,PRK5::,PRK4::,Bak::,Bcl-xL::,BACE1::,DOG1::,Dmef2::,UBE2D1::,THEMIS::,Myd88::,Phb2::,SlpA::,Cep152::,DEUP1::,Shi::,ASM::,miR-200c::,Foxa2::,Nurr1::,ERK1::,Kar2::,Tgfbr2::,Rab8A::,Rpp30::,TUJ1::,KLF4::,BMP6::,HSP18.2::,M.SssI::,LukD::,LukE::,Prp5::,KLF5::,TrkB::,Ku80::,C3b::,Fbxl17::,Mdy2::,CLU::,Cdk1::,uPAR::,PAI-1::,Plasminogen::,S100a4::,gp6::,Pou2af1::,CXCR5::,Nde1::,GSDMD::,Heh1::,CYLD::,CARD14::,ETO::,cytocrome c::,EpoR::,SHIP1::,ATM::,PR::,Cdc14::,FBXO7
Q2GDF7	Gdf7
P42226	STAT6
Q5D869	daf-15::,GLT1::,Ret::,epg-7::,GEMIN4::,APN-1::,NRPE1::,LC3II::,Snc1::,NLDC145::,TAg::,miR-10b::,PTPσ::,CENPT::,Chm7::,PBL27::,NAT4::,IgG1::,calreticulin::,CD34::,NMHCIIA
11605	Gla::,GLA
A7MB74	v-Glut1
7263	TST
5728679	PRL2
235131	Ts8
Q8BFU8	Vglut3
26995	TRUB2
3355072	CG41099
P26583	Hmgb2
6778	STAT6
Q9USH8	Gls2
175072	Apg16p::,eat-2::,mannosidase II::,COL7A1::,LXR::,Aβ40::,Mapt::,ral::,ATM::,ZEB1::,Gadd45a::,53BP1
248135	CoA
P51911	rep1::,Ubqln4::,CCL2::,IL-18::,rpn‐2::,ERdj3::,PUMILIO2::,calponin::,CLU
P0A7I7	aconitases
Q18825	pY527
18764170	Mis6
855463	dsl1::,DSL1::,Dsl1p::,Dsl1
857553	TFIID
33062	2PA
3572	gp130
1170485	rne
856188	atg-3::,tkl1::,E‐cadherin::,Catnb::,NSMCE2::,CLU::,p97
735252	miR-181a
Q81TW8	Cspa
P52815	MRPL12
P24864	Cyclin E1::,Ccne1
Q5R4L9	SV2A
P81948	tubulin::,Tubulin::,TUBULIN
794892	notch1b::,notch1a
A0A0M3Q8S9	VP1
P47811|Q9WUI1|Q9Z1B7|O08911	P38
64284	Rab17
O75143	atg13::,Atg13::,ATG13
36073	TIGAR::,DHR3::,Atro::,Wts::,SUMO1::,CREST::,Bak::,KSHV‐TK::,Dmef2::,PCDH7::,MYH9::,SPF1::,NFATc2::,NRPE1::,Mbd2::,LGR5::,NRBF2::,Dgcr8::,β1 integrin::,atg2::,p48::,VEGF-C::,YAP::,Ang-2::,PP1::,ETS1::,miR-10b::,IL1R1::,Stat3::,LIF::,MCU::,PS1::,Munc18-1::,nerfin-1::,TKS5::,HuR::,Ifnar1::,UBQLN4::,Sec61b::,CCNB::,CaMKIIα::,IL-12::,Gr1::,CD63::,IL-6::,Aβ::,MECA32::,Gata6::,galectin-8::,PEX13::,troponin T
395836	MerTK
825880	UBQ10
Q16595	frdA
Q9Z222	Beta
100199110	MYC2
P25322	TLN::,atg32::,Cyclin D1::,noc::,Terc::,SlpA::,Ccnd1::,CCND1::,cyclin D1::,Trf1::,p38γ::,miR-10b::,ER::,Gadd45a::,STAT2::,FBXO7
Q7T3L3	Gp96
O95163	Elp1::,ELP1
Q28073	CD3ε
Q07889	SOS1
P23763	VAMP1
24069	Sufu::,SuFu
13522913	med15Δ
20373990	Msn1
4691	NCL
3569	Il6::,IL6::,B subunits::,RVO::,TB24PB037
Q60692	PSMB6::,β6::,mβ6
P20700	gba::,lamin B1::,msh-2::,Coq9::,Snc1::,E6::,LukE::,CPAP::,NTR::,FRA3B::,pep4
P11021	BIP::,inlK::,BiP::,RM45::,Pho8::,H-2Db::,Vamp7::,α-spectrin::,COQ7::,COQ5::,ypt1-1::,tgl5::,Vegfd::,Sig5::,gephyrin::,VEGF-A::,Bip::,DNGR-1::,CD133::,p97::,CCL2
P35180	Tom20::,TOM20
15332448	16S
Q86P90	PELP1::,PARP-1::,Aβ::,uPA::,Atg19::,LUBEL::,DNGR-1::,SIRT5
14002320	RyhB::,ryhB
374094	TGFBR1
114494	Ccna2
P46152	Gata 4
Q93PP9	bfr
A6ZTA1	nvj1
P97767	SIX4
P40344	Atg3::,BI‐1::,FEZ1::,Mdm2::,MIC3::,Beclin-1::,ddm1::,CrkII::,Npc2::,IL4::,UBF::,NAT10::,CLIP-170::,pus1::,Mpl::,FUNDC1::,mdi::,ATG3::,miR-122::,cdkb1;2::,IL-2Ra::,PALB2::,Flk1::,Gata1::,Ret::,ob::,c-Jun::,Mtmr2::,Chk1::,MOG
Q8IU54	IFN-λ
740521	cst-1::,CST-1
Q62053	Ptger2::,EP2
P13010	Ku80
P42574|P42574	caspase-3::,TGN46::,b3 tubulin::,Caspase-3::,MCP::,bactin::,PS2::,Aurora Kinase A::,Ret::,ob::,Hrr25::,CD68
312574	dRagA::,epg-7::,NCAM::,galectin3::,Hsp82p::,CD4::,Twist1::,RpoE::,CD68::,rhodopsin::,LukS-PV::,Trpv1::,FOXJ1::,Lrig1::,ATM::,miR-30c::,Nuf2::,DNGR-1::,CXCR2::,CX3CR1::,ZEB1::,β5
K9Y284	Cnd2
Q9WU00	Nrf1::,NRF1
